121 508
1 39 1
1 43 1
1 58 1
1 61 1
1 75 1
2 8 1
2 10 1
2 16 1
2 20 1
2 24 1
2 26 1
2 49 1
2 113 1
2 118 1
2 121 1
3 19 1
3 22 1
3 33 1
3 37 1
3 47 1
3 58 1
3 59 1
3 66 1
3 76 1
3 78 1
3 81 1
4 17 1
4 30 1
4 69 1
4 74 1
4 79 1
4 84 1
4 102 1
4 116 1
5 7 1
5 10 1
5 18 1
5 24 1
5 40 1
5 49 1
5 120 1
5 121 1
6 30 1
6 60 1
6 63 1
6 74 1
6 84 1
6 96 1
6 100 1
6 116 1
7 20 1
7 26 1
7 49 1
7 70 1
7 86 1
7 120 1
7 121 1
8 12 1
8 25 1
8 40 1
8 41 1
8 85 1
8 88 1
8 92 1
8 95 1
8 101 1
9 11 1
9 13 1
9 23 1
9 29 1
9 31 1
9 71 1
9 88 1
9 89 1
9 109 1
9 121 1
10 24 1
10 49 1
10 118 1
10 120 1
11 23 1
11 41 1
11 50 1
11 54 1
11 67 1
11 78 1
11 109 1
12 31 1
12 41 1
12 53 1
12 56 1
12 72 1
12 82 1
12 98 1
12 117 1
13 36 1
13 40 1
13 41 1
13 88 1
13 91 1
13 95 1
14 30 1
14 51 1
14 62 1
14 69 1
14 93 1
14 100 1
14 105 1
14 114 1
14 115 1
15 19 1
15 28 1
15 32 1
15 66 1
15 73 1
15 76 1
15 81 1
16 38 1
16 50 1
16 101 1
16 104 1
16 107 1
16 117 1
16 119 1
17 29 1
17 30 1
17 63 1
17 84 1
17 96 1
17 102 1
18 62 1
18 67 1
18 69 1
18 103 1
18 105 1
18 106 1
18 111 1
18 114 1
19 22 1
19 32 1
19 41 1
19 66 1
19 81 1
20 24 1
20 26 1
20 49 1
20 118 1
20 121 1
21 27 1
21 50 1
21 65 1
21 75 1
21 79 1
21 92 1
21 107 1
21 110 1
21 117 1
22 31 1
22 32 1
22 33 1
22 37 1
22 66 1
23 47 1
23 54 1
23 56 1
23 71 1
23 78 1
23 95 1
24 49 1
24 64 1
24 95 1
24 118 1
24 121 1
25 36 1
25 56 1
25 58 1
25 85 1
25 88 1
25 91 1
25 92 1
25 97 1
25 119 1
26 104 1
26 118 1
26 120 1
26 121 1
27 44 1
27 53 1
27 56 1
27 68 1
27 78 1
27 87 1
27 98 1
27 120 1
28 32 1
28 33 1
28 37 1
28 76 1
28 81 1
28 93 1
28 94 1
28 101 1
28 110 1
29 42 1
29 43 1
29 48 1
29 58 1
29 59 1
29 73 1
29 75 1
29 115 1
30 44 1
30 63 1
30 67 1
30 74 1
30 84 1
30 96 1
31 39 1
31 44 1
31 56 1
31 68 1
31 72 1
31 82 1
31 87 1
32 33 1
32 87 1
33 37 1
33 39 1
33 54 1
33 76 1
34 55 1
34 66 1
34 82 1
34 90 1
34 94 1
34 99 1
34 108 1
35 55 1
35 57 1
35 70 1
35 80 1
35 90 1
35 99 1
35 110 1
35 113 1
36 41 1
36 91 1
36 92 1
36 111 1
37 66 1
37 76 1
37 80 1
37 81 1
37 82 1
37 109 1
38 50 1
38 65 1
38 101 1
38 104 1
38 115 1
38 117 1
38 119 1
39 48 1
39 56 1
39 58 1
39 59 1
39 61 1
39 73 1
39 85 1
40 41 1
40 59 1
40 85 1
40 88 1
40 92 1
40 95 1
41 92 1
41 95 1
41 112 1
41 117 1
42 43 1
42 48 1
42 59 1
42 61 1
42 73 1
42 75 1
42 115 1
43 48 1
43 58 1
43 75 1
44 53 1
44 68 1
44 74 1
44 82 1
44 87 1
45 46 1
45 64 1
45 83 1
45 86 1
45 93 1
45 101 1
45 103 1
45 112 1
45 114 1
45 115 1
45 121 1
46 50 1
46 52 1
46 65 1
46 86 1
46 95 1
46 103 1
46 112 1
46 115 1
47 54 1
47 67 1
47 71 1
47 78 1
47 89 1
47 97 1
48 50 1
48 58 1
48 59 1
48 73 1
48 104 1
48 118 1
49 89 1
49 106 1
49 121 1
50 63 1
50 104 1
50 107 1
50 117 1
51 55 1
51 62 1
51 69 1
51 93 1
51 100 1
51 111 1
51 114 1
52 77 1
52 80 1
52 86 1
52 103 1
53 54 1
53 55 1
53 82 1
53 98 1
54 67 1
54 71 1
54 76 1
54 78 1
54 94 1
54 97 1
54 101 1
55 70 1
55 88 1
55 90 1
55 99 1
55 113 1
56 63 1
56 68 1
56 72 1
56 87 1
56 98 1
56 113 1
57 70 1
57 90 1
57 94 1
57 108 1
57 110 1
57 113 1
58 59 1
58 66 1
59 61 1
59 73 1
59 111 1
60 63 1
60 74 1
60 79 1
60 96 1
60 102 1
60 108 1
60 116 1
61 73 1
61 75 1
61 103 1
62 69 1
62 93 1
62 111 1
62 114 1
63 74 1
63 84 1
63 96 1
64 77 1
64 80 1
64 83 1
64 86 1
64 112 1
64 115 1
65 79 1
65 101 1
65 117 1
65 119 1
66 76 1
66 81 1
66 82 1
67 72 1
67 78 1
67 89 1
67 97 1
67 109 1
68 72 1
68 82 1
68 87 1
69 88 1
69 100 1
69 105 1
69 114 1
70 99 1
70 108 1
70 110 1
70 113 1
71 77 1
71 89 1
71 97 1
72 79 1
72 82 1
72 87 1
72 98 1
73 75 1
73 98 1
74 84 1
